               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 118,            0.026397,            0.023793,                   0,              0.9176,              0.8662,             0.91933,             0.70423,             0.02372,            0.018355,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,            0.026275,            0.023424,                   0,             0.91619,             0.86415,             0.92134,             0.70409,            0.023723,            0.018347,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,            0.026125,            0.023339,                   0,              0.9219,             0.86399,             0.92149,             0.70929,            0.023689,            0.018034,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,            0.026641,            0.023994,                   0,              0.9198,             0.85824,             0.91985,              0.7085,            0.023712,            0.018102,                   0,            0.007624,            0.007624,            0.007624
                 122,            0.026332,            0.023632,                   0,              0.9234,              0.8637,             0.92028,             0.70806,            0.023538,             0.01828,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,            0.026212,            0.023551,                   0,             0.91598,             0.86595,             0.91826,             0.70874,            0.023625,            0.018548,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,             0.02647,            0.023784,                   0,             0.91185,             0.87394,             0.92227,             0.71305,            0.023388,            0.018129,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,            0.026095,            0.023465,                   0,              0.9206,             0.86941,             0.92196,             0.71341,             0.02342,            0.018127,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,            0.026327,            0.023569,                   0,             0.92397,             0.87077,             0.92424,             0.71256,            0.023421,            0.017982,                   0,            0.007525,            0.007525,            0.007525
                 127,            0.025859,            0.023048,                   0,              0.9248,             0.87169,             0.92324,             0.71365,            0.023426,            0.017791,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,            0.025829,            0.023173,                   0,             0.93022,             0.86958,             0.92222,             0.71452,            0.023423,            0.017806,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,             0.02524,            0.022854,                   0,             0.92205,             0.86883,             0.92546,             0.71614,            0.023259,            0.017658,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,            0.026364,            0.023691,                   0,             0.92817,             0.87275,             0.92398,             0.71691,            0.023136,            0.017531,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,            0.026276,            0.023959,                   0,             0.92443,             0.87019,             0.92306,              0.7161,            0.023067,            0.017822,                   0,            0.007426,            0.007426,            0.007426
                 132,            0.025935,            0.023117,                   0,             0.92409,             0.87108,             0.92441,             0.71854,            0.023059,            0.017725,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,            0.025734,            0.023292,                   0,             0.92936,              0.8603,              0.9248,             0.71992,             0.02312,            0.017741,                   0,           0.0073864,           0.0073864,           0.0073864
