               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 111,            0.031808,            0.028257,                   0,             0.89292,             0.82018,             0.89224,             0.62992,            0.028697,            0.020806,                   0,            0.007822,            0.007822,            0.007822
                 112,            0.031776,            0.027984,                   0,             0.89637,             0.82383,             0.89013,             0.62921,            0.028678,            0.020702,                   0,           0.0078022,           0.0078022,           0.0078022
                 113,            0.031615,            0.027977,                   0,             0.90064,             0.82435,             0.89566,             0.63091,            0.028731,            0.020581,                   0,           0.0077824,           0.0077824,           0.0077824
                 114,            0.031562,            0.028041,                   0,             0.89056,             0.82203,             0.89169,              0.6284,              0.0286,            0.020817,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,            0.031751,            0.028145,                   0,             0.89619,             0.82472,             0.89116,             0.63375,            0.028283,            0.020585,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,            0.031616,            0.027856,                   0,             0.90019,             0.82589,             0.89201,             0.63577,            0.028247,            0.020408,                   0,            0.007723,            0.007723,            0.007723
                 117,            0.031407,            0.028012,                   0,             0.89502,             0.82152,             0.88969,             0.63488,            0.028351,            0.020709,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,            0.031305,            0.028062,                   0,             0.90077,              0.8276,             0.89085,             0.63431,            0.028356,            0.020605,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,            0.031417,            0.027903,                   0,             0.89095,              0.8246,             0.88751,             0.63202,            0.028245,            0.020647,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,            0.031087,            0.027771,                   0,             0.90713,             0.82383,             0.89181,             0.63713,            0.028206,            0.020433,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,            0.031408,            0.028368,                   0,             0.90138,             0.82149,             0.89349,             0.63768,            0.028094,            0.020309,                   0,            0.007624,            0.007624,            0.007624
                 122,            0.031169,            0.027816,                   0,             0.89758,             0.83282,             0.89763,             0.64217,             0.02795,            0.020043,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,            0.031171,             0.02797,                   0,             0.90382,              0.8229,             0.89643,             0.63874,            0.028002,            0.020271,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,            0.031449,            0.028245,                   0,             0.89441,             0.83531,             0.89902,             0.64113,            0.027933,            0.020072,                   0,           0.0075646,           0.0075646,           0.0075646
