               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.028795,            0.026063,                   0,             0.87317,             0.83128,             0.89686,             0.64691,            0.026505,            0.020533,                   0,           0.0092674,           0.0092674,           0.0092674
                  39,            0.029357,            0.026424,                   0,             0.89364,              0.8264,             0.89626,             0.65121,            0.026412,             0.02033,                   0,           0.0092476,           0.0092476,           0.0092476
                  40,            0.028372,            0.025574,                   0,             0.90065,             0.82412,             0.90067,             0.66047,            0.026335,            0.020197,                   0,           0.0092278,           0.0092278,           0.0092278
                  41,            0.028799,            0.026154,                   0,             0.90662,             0.83027,             0.90526,             0.66459,            0.026164,            0.020134,                   0,            0.009208,            0.009208,            0.009208
                  42,            0.028766,            0.026273,                   0,             0.90791,             0.84489,             0.90921,             0.67007,            0.025562,            0.019348,                   0,           0.0091882,           0.0091882,           0.0091882
                  43,            0.028635,            0.025855,                   0,             0.88923,             0.84315,             0.90336,              0.6673,            0.025977,            0.020012,                   0,           0.0091684,           0.0091684,           0.0091684
                  44,             0.02808,            0.024997,                   0,             0.89301,             0.83179,             0.90281,             0.65778,            0.026192,            0.020095,                   0,           0.0091486,           0.0091486,           0.0091486
                  45,            0.028707,            0.025183,                   0,             0.90251,              0.8454,             0.90861,             0.67414,            0.025543,            0.019291,                   0,           0.0091288,           0.0091288,           0.0091288
                  46,            0.028254,            0.025791,                   0,             0.89478,             0.84516,             0.90763,             0.67481,            0.025433,            0.019592,                   0,            0.009109,            0.009109,            0.009109
                  47,             0.02809,            0.025482,                   0,              0.9072,             0.83821,             0.91513,             0.67701,            0.025515,            0.019232,                   0,           0.0090892,           0.0090892,           0.0090892
                  48,             0.02811,            0.025297,                   0,             0.90434,             0.84515,             0.90748,             0.67487,            0.025408,            0.019097,                   0,           0.0090694,           0.0090694,           0.0090694
                  49,            0.027668,            0.025294,                   0,             0.90836,             0.83744,             0.91262,             0.67902,            0.025472,            0.019333,                   0,           0.0090496,           0.0090496,           0.0090496
                  50,            0.027798,            0.025714,                   0,             0.89264,             0.85405,             0.91072,             0.68301,            0.024956,            0.019261,                   0,           0.0090298,           0.0090298,           0.0090298
                  51,            0.027785,            0.025062,                   0,             0.91079,             0.84181,             0.91305,             0.68554,            0.025124,            0.018914,                   0,             0.00901,             0.00901,             0.00901
                  52,             0.02731,            0.024456,                   0,              0.9154,             0.84755,              0.9145,             0.68545,            0.024862,            0.019228,                   0,           0.0089902,           0.0089902,           0.0089902
                  53,            0.027351,             0.02468,                   0,             0.90591,             0.84848,             0.90972,             0.68231,            0.025105,            0.019237,                   0,           0.0089704,           0.0089704,           0.0089704
                  54,            0.027319,            0.024816,                   0,             0.91057,             0.84746,             0.91409,             0.68102,            0.025155,            0.019261,                   0,           0.0089506,           0.0089506,           0.0089506
                  55,            0.027055,            0.024928,                   0,             0.90389,             0.84776,             0.91147,             0.68347,             0.02485,             0.01936,                   0,           0.0089308,           0.0089308,           0.0089308
                  56,            0.027321,            0.024345,                   0,             0.90697,             0.86338,             0.91584,             0.69124,            0.024452,            0.018942,                   0,            0.008911,            0.008911,            0.008911
                  57,            0.027561,            0.024652,                   0,             0.89444,             0.85259,             0.91252,             0.68439,            0.024596,            0.019055,                   0,           0.0088912,           0.0088912,           0.0088912
                  58,            0.027012,            0.024285,                   0,             0.90748,               0.864,             0.91927,              0.6952,            0.024248,             0.01849,                   0,           0.0088714,           0.0088714,           0.0088714
                  59,            0.026659,            0.024244,                   0,             0.90466,             0.85696,             0.91029,             0.68813,            0.024566,            0.019288,                   0,           0.0088516,           0.0088516,           0.0088516
                  60,            0.026943,            0.024161,                   0,             0.90714,             0.86158,             0.92099,             0.69617,            0.024252,             0.01869,                   0,           0.0088318,           0.0088318,           0.0088318
                  61,            0.026763,            0.023704,                   0,             0.90477,             0.85635,             0.92015,             0.69376,            0.024404,            0.018733,                   0,            0.008812,            0.008812,            0.008812
                  62,            0.026225,            0.023322,                   0,             0.91279,             0.85475,             0.91665,             0.69949,            0.024191,            0.018619,                   0,           0.0087922,           0.0087922,           0.0087922
                  63,            0.026443,            0.023915,                   0,             0.91225,             0.86238,             0.91895,             0.70451,            0.023889,            0.018567,                   0,           0.0087724,           0.0087724,           0.0087724
